Price,Close,High,Low,Open,Volume
Ticker,AMD,AMD,AMD,AMD,AMD
Date,,,,,
2026-02-06,208.44000244140625,209.27000427246094,196.42999267578125,197.1300048828125,54504500
2026-02-09,216.0,217.60000610351562,204.14999389648438,206.89999389648438,38810800
2026-02-10,213.57000732421875,219.38999938964844,213.1300048828125,215.13999938964844,25326700
2026-02-11,213.5800018310547,219.64999389648438,209.2100067138672,217.8800048828125,33384700
2026-02-12,205.94000244140625,218.4600067138672,205.13999938964844,215.8300018310547,32181000
2026-02-13,207.32000732421875,210.0500030517578,203.8800048828125,204.02000427246094,26123900
2026-02-17,203.0800018310547,205.3000030517578,194.8300018310547,202.14999389648438,33712100
2026-02-18,200.1199951171875,203.1999969482422,195.0,198.41000366210938,35664100
2026-02-19,203.3699951171875,204.10000610351562,198.2899932861328,200.11000061035156,25842300
2026-02-20,200.14999389648438,204.8699951171875,198.55999755859375,200.1199951171875,36317300
2026-02-23,196.60000610351562,199.3800048828125,194.14999389648438,198.08999633789062,28187900
2026-02-24,213.83999633789062,216.7100067138672,206.5,211.6300048828125,81367000
2026-02-25,210.86000061035156,216.6999969482422,210.3300018310547,214.82000732421875,44588100
2026-02-26,203.67999267578125,209.7899932861328,201.4600067138672,208.8000030517578,35020500
2026-02-27,200.2100067138672,201.88999938964844,197.74000549316406,200.11000061035156,31312400
2026-03-02,198.6199951171875,198.74000549316406,190.0,193.85000610351562,34120200
2026-03-03,190.9499969482422,193.63999938964844,188.22000122070312,191.4600067138672,37785700
2026-03-04,202.07000732421875,202.44000244140625,189.86000061035156,192.1199951171875,40912600
2026-03-05,199.4499969482422,203.7899932861328,194.8800048828125,197.77000427246094,36000700
2026-03-06,192.42999267578125,200.24000549316406,191.25,195.27000427246094,33913800
2026-03-09,202.67999267578125,202.97000122070312,189.02000427246094,189.36000061035156,38877200
2026-03-10,203.22999572753906,206.58999633789062,202.1999969482422,202.50999450683594,29139200
2026-03-11,204.8300018310547,209.2100067138672,203.6300048828125,205.11000061035156,23076400
2026-03-12,197.74000549316406,203.6199951171875,196.6699981689453,202.8300018310547,28886900
2026-03-13,193.38999938964844,199.67999267578125,192.27000427246094,198.11000061035156,27561900
2026-03-16,196.5800018310547,200.1699981689453,194.8000030517578,194.97999572753906,30285200
2026-03-17,196.30999755859375,199.2100067138672,195.25999450683594,196.67999267578125,22779700
2026-03-18,199.4600067138672,202.86000061035156,195.75,196.0,28569100
2026-03-19,205.27000427246094,205.8800048828125,192.8300018310547,195.02999877929688,32245300
2026-03-20,201.3300018310547,206.3000030517578,198.25999450683594,204.88999938964844,37265100
2026-03-23,202.67999267578125,209.11000061035156,201.7100067138672,206.39999389648438,31857800
2026-03-24,205.3699951171875,206.42999267578125,200.1300048828125,201.38999938964844,27258800
2026-03-25,220.27000427246094,221.3300018310547,211.50999450683594,211.50999450683594,48518300
2026-03-26,203.77000427246094,221.0,203.42999267578125,217.97999572753906,49213000
2026-03-27,201.99000549316406,203.27000427246094,197.69000244140625,201.77000427246094,29206600
2026-03-30,196.0399932861328,208.42999267578125,192.8699951171875,204.9499969482422,41053300
2026-03-31,203.42999267578125,204.0,196.41000366210938,198.0500030517578,42318700
2026-04-01,210.2100067138672,213.8300018310547,205.83999633789062,207.58999633789062,40835800
2026-04-02,217.5,217.77999877929688,200.6199951171875,204.0500030517578,38463500
2026-04-06,220.17999267578125,226.30999755859375,217.72999572753906,219.27999877929688,30786400
2026-04-07,221.52999877929688,222.10000610351562,215.3800048828125,218.25999450683594,26483000
2026-04-08,231.82000732421875,234.0,227.08999633789062,232.1199951171875,35496400
2026-04-09,236.63999938964844,237.10000610351562,230.91000366210938,233.00999450683594,27126200
2026-04-10,245.0399932861328,249.5800018310547,238.9600067138672,239.0,36477200
2026-04-13,246.8300018310547,247.3300018310547,242.02999877929688,245.02999877929688,22781800
2026-04-14,255.07000732421875,255.4600067138672,245.6999969482422,249.7899932861328,25733200
2026-04-15,258.1199951171875,258.17999267578125,251.85000610351562,254.9600067138672,24695200
2026-04-16,278.260009765625,279.3399963378906,261.510009765625,264.989990234375,64850800
2026-04-17,278.3900146484375,281.04998779296875,274.1400146484375,281.0,35519900
2026-04-20,274.95001220703125,287.6099853515625,272.0,280.6000061035156,34833900
2026-04-21,284.489990234375,286.20001220703125,276.6199951171875,277.3299865722656,38950900
2026-04-22,303.4599914550781,304.25,286.1400146484375,291.2200012207031,49054200
2026-04-23,305.3299865722656,310.2200012207031,299.760009765625,302.010009765625,45619700
2026-04-24,347.80999755859375,352.989990234375,334.5400085449219,336.760009765625,81616700
2026-04-27,334.6300048828125,349.2099914550781,328.80999755859375,346.32000732421875,50585300
2026-04-28,323.2099914550781,327.5,310.0,311.8599853515625,43002500
2026-04-29,337.1099853515625,340.1700134277344,318.8599853515625,326.5799865722656,44704400
2026-04-30,354.489990234375,354.9599914550781,332.6000061035156,341.3599853515625,42115300
2026-05-01,360.5400085449219,362.7900085449219,349.25,351.8699951171875,34279200
2026-05-04,341.5400085449219,361.8500061035156,338.70001220703125,360.30999755859375,42000200
2026-05-05,355.260009765625,359.57000732421875,344.8800048828125,351.510009765625,64235100
2026-05-06,421.3900146484375,430.6000061035156,402.0400085449219,409.489990234375,87732200
2026-05-07,408.4599914550781,421.7099914550781,401.0799865722656,417.07000732421875,44885500
2026-05-08,455.19000244140625,456.2900085449219,418.2900085449219,418.5899963378906,58134900
2026-05-11,458.7900085449219,469.2200012207031,450.8800048828125,460.54998779296875,46085400
2026-05-12,448.2900085449219,458.79998779296875,426.1099853515625,449.25,39140100
2026-05-13,445.5,459.5,432.6499938964844,457.0400085449219,30423400
2026-05-14,449.70001220703125,453.30999755859375,435.67999267578125,440.6000061035156,26113600
2026-05-15,424.1000061035156,439.0,423.3599853515625,433.3399963378906,29131600
2026-05-18,420.989990234375,438.79998779296875,410.7099914550781,429.5,28432100
2026-05-19,414.04998779296875,428.75,393.3599853515625,412.6000061035156,38637700
